Notes,County,County Code,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Allegheny County, PA",42003,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,105,1222482,8.6,8.5
,"Allegheny County, PA",42003,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,87,1222482,7.1,6.9
,"Allegheny County, PA",42003,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,111,1221071,9.1,9.3
,"Allegheny County, PA",42003,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,92,1221071,7.5,7.6
,"Allegheny County, PA",42003,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,87,1222171,7.1,7
,"Allegheny County, PA",42003,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,104,1222171,8.5,8.2
,"Allegheny County, PA",42003,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12,1222171,1.0 (Unreliable),0.9 (Unreliable)
,"Allegheny County, PA",42003,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,104,1223348,8.5,8.4
,"Allegheny County, PA",42003,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,101,1223348,8.3,8.4
,"Armstrong County, PA",42005,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,70030,14.3 (Unreliable),16.4 (Unreliable)
,"Beaver County, PA",42007,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,173259,5.8 (Unreliable),6.2 (Unreliable)
,"Beaver County, PA",42007,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,172161,8.7 (Unreliable),9.6 (Unreliable)
,"Beaver County, PA",42007,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,171336,8.8 (Unreliable),8.1 (Unreliable)
,"Beaver County, PA",42007,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,170524,5.9 (Unreliable),6.3 (Unreliable)
,"Beaver County, PA",42007,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,170524,8.8 (Unreliable),9.1 (Unreliable)
,"Beaver County, PA",42007,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,170539,6.5 (Unreliable),6.8 (Unreliable)
,"Beaver County, PA",42007,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,170539,7.6 (Unreliable),7.8 (Unreliable)
,"Bedford County, PA",42009,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,49889,22.0 (Unreliable),23.1 (Unreliable)
,"Berks County, PA",42011,2006,2006,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,10,401834,2.5 (Unreliable),2.7 (Unreliable)
,"Berks County, PA",42011,2007,2007,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,11,405223,2.7 (Unreliable),2.6 (Unreliable)
,"Berks County, PA",42011,2007,2007,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,19,405223,4.7 (Unreliable),4.7 (Unreliable)
,"Berks County, PA",42011,2008,2008,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,13,407737,3.2 (Unreliable),3.2 (Unreliable)
,"Berks County, PA",42011,2009,2009,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,17,409904,4.1 (Unreliable),4.3 (Unreliable)
,"Berks County, PA",42011,2009,2009,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,19,409904,4.6 (Unreliable),4.6 (Unreliable)
,"Berks County, PA",42011,2010,2010,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,14,411442,3.4 (Unreliable),3.8 (Unreliable)
,"Berks County, PA",42011,2010,2010,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,18,411442,4.4 (Unreliable),4.4 (Unreliable)
,"Blair County, PA",42013,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,127002,8.7 (Unreliable),9.6 (Unreliable)
,"Blair County, PA",42013,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,127048,7.9 (Unreliable),8.5 (Unreliable)
,"Blair County, PA",42013,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,127112,11.0 (Unreliable),11.9 (Unreliable)
,"Blair County, PA",42013,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,127161,7.9 (Unreliable),7.7 (Unreliable)
,"Bucks County, PA",42017,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,619544,1.9 (Unreliable),2.1 (Unreliable)
,"Bucks County, PA",42017,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,74,619544,11.9,13.3
,"Bucks County, PA",42017,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,59,621336,9.5,10.1
,"Bucks County, PA",42017,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,623297,2.1 (Unreliable),2.2 (Unreliable)
,"Bucks County, PA",42017,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,59,623297,9.5,9.8
,"Bucks County, PA",42017,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,624648,2.1 (Unreliable),2.2 (Unreliable)
,"Bucks County, PA",42017,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,61,624648,9.8,10.3
,"Bucks County, PA",42017,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,624648,1.8 (Unreliable),1.7 (Unreliable)
,"Bucks County, PA",42017,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,68,625249,10.9,12.5
,"Bucks County, PA",42017,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,625249,1.8 (Unreliable),1.8 (Unreliable)
,"Butler County, PA",42019,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,181690,6.6 (Unreliable),6.8 (Unreliable)
,"Butler County, PA",42019,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,182673,6.0 (Unreliable),6.6 (Unreliable)
,"Butler County, PA",42019,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,183862,6.5 (Unreliable),7.3 (Unreliable)
,"Cambria County, PA",42021,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,146093,13.0 (Unreliable),15.3 (Unreliable)
,"Cambria County, PA",42021,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,146093,6.8 (Unreliable),6.7 (Unreliable)
,"Cambria County, PA",42021,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,145283,17.9,18.1
,"Cambria County, PA",42021,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,144646,9.7 (Unreliable),10.7 (Unreliable)
,"Cambria County, PA",42021,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,144646,9.7 (Unreliable),10.4 (Unreliable)
,"Cambria County, PA",42021,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,30,144186,20.8,23.1
,"Cambria County, PA",42021,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32,143679,22.3,23.9
,"Chester County, PA",42029,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25,479137,5.2,5.4
,"Chester County, PA",42029,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,486156,5.8,5.9
,"Chester County, PA",42029,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,491473,7.1,7.1
,"Chester County, PA",42029,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,491473,2.2 (Unreliable),2.2 (Unreliable)
,"Chester County, PA",42029,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,44,496291,8.9,8.7
,"Chester County, PA",42029,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,38,498886,7.6,8.2
,"Chester County, PA",42029,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,498886,2.2 (Unreliable),2.2 (Unreliable)
,"Cumberland County, PA",42041,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,228718,7.0 (Unreliable),7.0 (Unreliable)
,"Cumberland County, PA",42041,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,231357,5.2 (Unreliable),5.0 (Unreliable)
,"Cumberland County, PA",42041,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,235406,5.5 (Unreliable),5.8 (Unreliable)
,"Dauphin County, PA",42043,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,260312,3.8 (Unreliable),3.8 (Unreliable)
,"Dauphin County, PA",42043,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,263096,4.9 (Unreliable),4.9 (Unreliable)
,"Dauphin County, PA",42043,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,265395,6.4 (Unreliable),6.6 (Unreliable)
,"Dauphin County, PA",42043,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,267090,6.4 (Unreliable),6.5 (Unreliable)
,"Dauphin County, PA",42043,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,268100,4.8 (Unreliable),4.7 (Unreliable)
,"Delaware County, PA",42045,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,553806,3.1 (Unreliable),3.2 (Unreliable)
,"Delaware County, PA",42045,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,68,553806,12.3,12.5
,"Delaware County, PA",42045,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,554916,2.7 (Unreliable),2.6 (Unreliable)
,"Delaware County, PA",42045,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,63,554916,11.4,11.7
,"Delaware County, PA",42045,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14,554916,2.5 (Unreliable),2.2 (Unreliable)
,"Delaware County, PA",42045,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,556246,3.4 (Unreliable),3.3 (Unreliable)
,"Delaware County, PA",42045,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,51,556246,9.2,9.4
,"Delaware County, PA",42045,2008,2008,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,21,556246,3.8,3.9
,"Delaware County, PA",42045,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,558094,3.8,3.9
,"Delaware County, PA",42045,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,69,558094,12.4,12.8
,"Delaware County, PA",42045,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18,558094,3.2 (Unreliable),3.0 (Unreliable)
,"Delaware County, PA",42045,2009,2009,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,10,558094,1.8 (Unreliable),1.7 (Unreliable)
,"Delaware County, PA",42045,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,558979,2.1 (Unreliable),2.2 (Unreliable)
,"Delaware County, PA",42045,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,72,558979,12.9,13.5
,"Delaware County, PA",42045,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,558979,2.3 (Unreliable),2.3 (Unreliable)
,"Delaware County, PA",42045,2010,2010,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,18,558979,3.2 (Unreliable),3.3 (Unreliable)
,"Erie County, PA",42049,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,278389,4.3 (Unreliable),4.0 (Unreliable)
,"Erie County, PA",42049,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,278573,6.8 (Unreliable),6.6 (Unreliable)
,"Erie County, PA",42049,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,278686,4.3 (Unreliable),4.4 (Unreliable)
,"Erie County, PA",42049,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,279838,5.4 (Unreliable),5.4 (Unreliable)
,"Erie County, PA",42049,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,280566,5.3 (Unreliable),5.9 (Unreliable)
,"Fayette County, PA",42051,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,141165,7.1 (Unreliable),7.0 (Unreliable)
,"Fayette County, PA",42051,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,140159,7.8 (Unreliable),7.8 (Unreliable)
,"Fayette County, PA",42051,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,138813,7.9 (Unreliable),8.8 (Unreliable)
,"Fayette County, PA",42051,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,137450,8.7 (Unreliable),10.2 (Unreliable)
,"Fayette County, PA",42051,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,136606,10.2 (Unreliable),10.1 (Unreliable)
,"Greene County, PA",42059,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,38686,31.0 (Unreliable),30.6 (Unreliable)
,"Lackawanna County, PA",42069,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,212595,7.5 (Unreliable),8.1 (Unreliable)
,"Lackawanna County, PA",42069,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,213513,7.5 (Unreliable),8.3 (Unreliable)
,"Lackawanna County, PA",42069,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,213513,8.4 (Unreliable),8.8 (Unreliable)
,"Lackawanna County, PA",42069,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,214044,7.9 (Unreliable),8.6 (Unreliable)
,"Lackawanna County, PA",42069,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,214044,7.5 (Unreliable),7.9 (Unreliable)
,"Lackawanna County, PA",42069,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,214138,7.0 (Unreliable),8.2 (Unreliable)
,"Lackawanna County, PA",42069,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,214138,8.4 (Unreliable),8.9 (Unreliable)
,"Lackawanna County, PA",42069,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,214437,5.1 (Unreliable),5.1 (Unreliable)
,"Lackawanna County, PA",42069,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,214437,8.4 (Unreliable),8.9 (Unreliable)
,"Lancaster County, PA",42071,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,500922,3.2 (Unreliable),3.3 (Unreliable)
,"Lancaster County, PA",42071,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,34,506639,6.7,7
,"Lancaster County, PA",42071,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,38,511957,7.4,7.7
,"Lancaster County, PA",42071,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,516577,2.1 (Unreliable),2.2 (Unreliable)
,"Lancaster County, PA",42071,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31,516577,6,6.3
,"Lancaster County, PA",42071,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,34,519445,6.5,6.7
,"Lawrence County, PA",42073,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,91798,12.0 (Unreliable),11.4 (Unreliable)
,"Lehigh County, PA",42077,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,336794,3.9 (Unreliable),4.2 (Unreliable)
,"Lehigh County, PA",42077,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,336794,3.0 (Unreliable),3.2 (Unreliable)
,"Lehigh County, PA",42077,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,340848,2.9 (Unreliable),3.2 (Unreliable)
,"Lehigh County, PA",42077,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,340848,4.7 (Unreliable),4.4 (Unreliable)
,"Lehigh County, PA",42077,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,344743,4.1 (Unreliable),4.0 (Unreliable)
,"Lehigh County, PA",42077,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,344743,7,6.8
,"Lehigh County, PA",42077,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,347237,2.9 (Unreliable),3.0 (Unreliable)
,"Lehigh County, PA",42077,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,347237,6.6,6.7
,"Lehigh County, PA",42077,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,349497,3.4 (Unreliable),3.7 (Unreliable)
,"Lehigh County, PA",42077,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,349497,6.6,6.5
,"Luzerne County, PA",42079,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,316837,7.6,8.5
,"Luzerne County, PA",42079,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,43,318232,13.5,14.5
,"Luzerne County, PA",42079,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,52,319210,16.3,17.9
,"Luzerne County, PA",42079,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,47,320527,14.7,15.3
,"Luzerne County, PA",42079,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,41,320918,12.8,13.9
,"Lycoming County, PA",42081,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,116111,9.5 (Unreliable),9.9 (Unreliable)
,"Mercer County, PA",42085,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,117794,12.7 (Unreliable),13.9 (Unreliable)
,"Mercer County, PA",42085,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,117189,12.8 (Unreliable),12.3 (Unreliable)
,"Mercer County, PA",42085,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,116816,18,19.2
,"Mercer County, PA",42085,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,116638,12.0 (Unreliable),13.2 (Unreliable)
,"Monroe County, PA",42089,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,165185,7.9 (Unreliable),8.0 (Unreliable)
,"Monroe County, PA",42089,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,167352,12,12
,"Monroe County, PA",42089,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,168576,8.9 (Unreliable),9.5 (Unreliable)
,"Monroe County, PA",42089,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,169390,5.9 (Unreliable),6.3 (Unreliable)
,"Monroe County, PA",42089,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,169390,10.0 (Unreliable),9.9 (Unreliable)
,"Monroe County, PA",42089,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,169842,5.9 (Unreliable),6.5 (Unreliable)
,"Montgomery County, PA",42091,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,86,781519,11,11.4
,"Montgomery County, PA",42091,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14,781519,1.8 (Unreliable),1.6 (Unreliable)
,"Montgomery County, PA",42091,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60,785170,7.6,7.9
,"Montgomery County, PA",42091,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14,785170,1.8 (Unreliable),1.6 (Unreliable)
,"Montgomery County, PA",42091,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,789250,3.2,3.2
,"Montgomery County, PA",42091,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,57,789250,7.2,7.2
,"Montgomery County, PA",42091,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35,795494,4.4,4.7
,"Montgomery County, PA",42091,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39,795494,4.9,5.2
,"Montgomery County, PA",42091,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,16,795494,2.0 (Unreliable),1.9 (Unreliable)
,"Montgomery County, PA",42091,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,36,799874,4.5,4.8
,"Montgomery County, PA",42091,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,43,799874,5.4,5.6
,"Montgomery County, PA",42091,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18,799874,2.3 (Unreliable),2.2 (Unreliable)
,"Northampton County, PA",42095,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,289628,3.5 (Unreliable),3.3 (Unreliable)
,"Northampton County, PA",42095,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,293212,4.4 (Unreliable),4.5 (Unreliable)
,"Northampton County, PA",42095,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,295096,5.4 (Unreliable),5.3 (Unreliable)
,"Northampton County, PA",42095,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,296645,4.0 (Unreliable),4.1 (Unreliable)
,"Northampton County, PA",42095,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,296645,6.1 (Unreliable),6.3 (Unreliable)
,"Northampton County, PA",42095,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,297735,5.7 (Unreliable),5.8 (Unreliable)
,"Philadelphia County, PA",42101,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,1488710,1.4,1.6
,"Philadelphia County, PA",42101,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,377,1488710,25.3,26.1
,"Philadelphia County, PA",42101,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,17,1488710,1.1 (Unreliable),1.2 (Unreliable)
,"Philadelphia County, PA",42101,2006,2006,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,13,1488710,0.9 (Unreliable),0.9 (Unreliable)
,"Philadelphia County, PA",42101,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,1493309,1.3 (Unreliable),1.2 (Unreliable)
,"Philadelphia County, PA",42101,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,300,1493309,20.1,20.4
,"Philadelphia County, PA",42101,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,1493309,0.9 (Unreliable),0.9 (Unreliable)
,"Philadelphia County, PA",42101,2007,2007,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11,1493309,0.7 (Unreliable),0.8 (Unreliable)
,"Philadelphia County, PA",42101,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,68,1499731,4.5,4.8
,"Philadelphia County, PA",42101,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,279,1499731,18.6,19
,"Philadelphia County, PA",42101,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,1499731,1.0 (Unreliable),1.0 (Unreliable)
,"Philadelphia County, PA",42101,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,41,1514694,2.7,2.7
